ID_Persona,Region,Edad,Genero,Deporte,Frecuencia_Semanal,Duracion_Promedio_min,Nivel,Gasto_Mensual,Satisfaccion
2180,Sur,39,Otro,Gimnasio,4,60,Intermedio,22393,5
2181,Centro,44,F,Futbol,3,97,Intermedio,15477,5
2182,Sur,28,F,Natacion,4,37,Intermedio,19431,5
2183,Sur,34,F,Running,3,40,Intermedio,8817,
2184,Buenos Aires,61,Otro,Natacion,2,58,Intermedio,19560,5
2185,Centro,64,Otro,Yoga,2,73,Principiante,12348,5
2186,Norte,41,F,Natacion,7,31,Avanzado,28588,5
2187,Sur,45,Otro,Running,7,42,Avanzado,10870,5
2188,Sur,54,Otro,Yoga,5,32,Avanzado,24980,5
2189,Centro,25,F,Running,5,70,Intermedio,9796,5
2190,Sur,44,Otro,Running,7,68,Avanzado,13752,5
2191,Buenos Aires,60,F,Gimnasio,1,58,Principiante,16173,5
2192,CABA,60,F,Ciclismo,3,117,Intermedio,32768,4
2193,Buenos Aires,36,M,Futbol,6,107,Avanzado,18434,5
2194,Buenos Aires,59,Otro,Natacion,3,48,Principiante,14361,4
2195,Norte,25,Otro,Running,5,70,Avanzado,10800,5
2196,Sur,18,Otro,Natacion,2,31,Intermedio,22954,5
2197,Norte,39,Otro,Yoga,5,67,Intermedio,17095,5
2198,Sur,37,F,Natacion,3,39,Principiante,15780,5
2199,CABA,31,Otro,Futbol,4,82,Avanzado,17168,5
2200,Buenos Aires,41,Otro,Running,2,79,Intermedio,,5
2201,CABA,69,F,Gimnasio,2,53,Principiante,19240,5
2202,Centro,66,F,Ciclismo,3,110,Intermedio,28632,4
2203,Sur,37,M,Futbol,5,97,Avanzado,20315,5
2204,Sur,36,F,Ciclismo,4,70,Avanzado,42603,5
2205,Sur,56,Otro,Natacion,4,51,Avanzado,22715,5
2206,Buenos Aires,16,F,Ciclismo,2,122,Principiante,22516,4
2207,Norte,51,Otro,Ciclismo,5,128,Avanzado,36368,4
2208,Centro,70,M,Running,4,47,Avanzado,12345,5
2209,Buenos Aires,53,F,Ciclismo,2,150,Principiante,19680,5
2210,Centro,64,F,Futbol,3,93,Principiante,9487,5
2211,Centro,22,Otro,Futbol,1,105,Principiante,11986,5
2212,Centro,31,M,Futbol,5,63,Intermedio,16915,5
2213,Centro,29,F,Natacion,3,32,Intermedio,20683,5
2214,Norte,46,F,Futbol,3,98,Intermedio,13390,5
2215,Sur,57,Otro,Futbol,2,99,Intermedio,15820,5
2216,Centro,57,Otro,Yoga,6,48,Avanzado,18784,5
2217,Sur,68,M,Futbol,5,83,Intermedio,12869,5
2218,CABA,31,Otro,Ciclismo,6,128,Avanzado,34893,5
2219,Norte,58,F,Natacion,6,60,Avanzado,27285,5
2220,CABA,50,M,Yoga,2,73,Intermedio,15200,5
2221,CABA,41,M,Futbol,3,72,Intermedio,17189,4
2222,Buenos Aires,28,F,Gimnasio,1,85,Principiante,17097,4
2223,CABA,14,Otro,Futbol,5,73,Intermedio,13712,5
2224,Norte,64,M,Gimnasio,5,63,Avanzado,30472,4
2225,Sur,27,Otro,Running,1,74,Principiante,7074,4
2226,Sur,54,M,Running,7,34,Avanzado,14742,5
2227,Centro,23,M,Gimnasio,4,83,Avanzado,38407,5
2228,Norte,31,Otro,Futbol,7,114,Avanzado,21475,5
2229,Norte,34,F,Futbol,4,82,Avanzado,17269,
2230,Sur,33,F,Gimnasio,7,82,Avanzado,30174,5
2231,CABA,49,Otro,Natacion,4,53,Avanzado,30190,5
2232,Norte,16,F,Running,3,72,Intermedio,10798,5
2233,CABA,34,M,Natacion,4,47,Avanzado,25254,5
2234,Centro,13,F,Running,4,88,Intermedio,11373,5
2235,Centro,24,M,Gimnasio,7,65,Avanzado,38856,5
2236,Norte,70,F,Running,3,64,Principiante,7191,5
2237,CABA,67,F,Gimnasio,3,69,Intermedio,22126,5
2238,Norte,56,Otro,Yoga,4,45,Avanzado,23753,5
2239,Buenos Aires,23,F,Ciclismo,7,110,Avanzado,39025,5
2240,Buenos Aires,45,Otro,Running,3,68,Principiante,6465,5
2241,CABA,21,F,Natacion,7,37,Avanzado,24486,5
2242,Norte,67,F,Yoga,4,50,Intermedio,14978,5
2243,Norte,16,F,Futbol,6,72,Avanzado,19986,5
2244,CABA,29,Otro,Gimnasio,4,84,Avanzado,29267,4
2245,Centro,15,F,Yoga,7,68,Avanzado,22209,5
2246,Buenos Aires,14,M,Yoga,7,71,Avanzado,20182,5
2247,Buenos Aires,32,F,Ciclismo,2,148,Principiante,23154,5
2248,CABA,38,F,Yoga,7,60,Avanzado,21875,5
2249,CABA,39,M,Futbol,5,97,Intermedio,16853,5
2250,CABA,16,F,Yoga,4,34,Avanzado,22506,5
2251,Centro,58,F,Futbol,2,116,Intermedio,17662,4
2252,CABA,20,M,Ciclismo,4,78,Avanzado,32329,5
2253,Buenos Aires,43,Otro,Gimnasio,4,87,Avanzado,34909,5
2254,Centro,22,Otro,Running,4,79,Avanzado,15438,5
2255,CABA,24,F,Futbol,4,86,Intermedio,17445,5
2256,Buenos Aires,33,M,Running,4,43,Avanzado,14198,5
2257,Norte,16,Otro,Running,3,56,Intermedio,9134,5
2258,Buenos Aires,64,Otro,Gimnasio,1,61,Principiante,20104,5
2259,Buenos Aires,65,F,Ciclismo,2,118,Intermedio,35388,5
2260,Buenos Aires,41,Otro,Running,3,70,Principiante,6389,5
2261,Sur,59,M,Yoga,4,52,Intermedio,18829,5
2262,Sur,25,M,Gimnasio,1,70,Principiante,15689,4
2263,Buenos Aires,53,Otro,Yoga,7,61,Avanzado,21712,5
2264,CABA,33,M,Running,1,45,Principiante,,5
2265,CABA,60,F,Futbol,3,66,Intermedio,16598,5
2266,Sur,64,Otro,Natacion,2,49,Principiante,13250,5
2267,Sur,42,Otro,Yoga,1,70,Principiante,15041,4
2268,CABA,13,M,Ciclismo,3,106,Principiante,17620,5
2269,Norte,44,Otro,Futbol,4,110,Avanzado,16421,5
2270,Centro,63,Otro,Ciclismo,5,142,Intermedio,29574,5
2271,Buenos Aires,62,F,Yoga,1,74,Principiante,10839,5
2272,Buenos Aires,42,F,Yoga,7,39,Avanzado,21944,5
2273,CABA,46,F,Futbol,7,111,Avanzado,16640,
2274,Buenos Aires,61,M,Futbol,1,83,Principiante,9234,5
2275,CABA,32,M,Gimnasio,3,84,Intermedio,20577,4
2276,Centro,38,M,Futbol,3,73,Principiante,10183,5
2277,Norte,69,F,Yoga,3,63,Principiante,11584,5
2278,CABA,47,F,Yoga,4,45,Avanzado,27614,5
2279,CABA,36,F,Futbol,3,63,Intermedio,14544,5
2280,Centro,40,F,Futbol,3,90,Intermedio,13888,5
2281,Sur,14,Otro,Gimnasio,5,68,Intermedio,26492,5
2282,Centro,26,M,Gimnasio,1,57,Principiante,17772,5
2283,Centro,64,F,Gimnasio,2,55,Intermedio,26128,5
2284,Norte,48,M,Futbol,7,91,Avanzado,,5
2285,Buenos Aires,22,M,Gimnasio,6,59,Avanzado,29744,5
2286,CABA,49,F,Futbol,4,79,Avanzado,20971,5
2287,Sur,61,Otro,Running,1,64,Principiante,6382,5
2288,Sur,66,F,Natacion,7,35,Avanzado,27674,
2289,Sur,56,M,Yoga,3,74,Principiante,10321,5
2290,Sur,24,M,Natacion,7,34,Avanzado,26555,5
2291,Sur,54,Otro,Ciclismo,7,120,Avanzado,,5
2292,Buenos Aires,13,M,Natacion,1,34,Principiante,13203,5
2293,Centro,64,Otro,Ciclismo,7,70,Avanzado,44739,5
2294,Sur,60,F,Running,3,79,Principiante,7663,5
2295,Centro,19,Otro,Futbol,4,114,Avanzado,16938,5
2296,Sur,27,M,Yoga,7,30,Avanzado,20631,5
2297,Sur,45,Otro,Running,2,40,Principiante,5689,5
2298,Buenos Aires,22,Otro,Yoga,7,30,Avanzado,23909,5
2299,Centro,12,M,Ciclismo,7,133,Avanzado,33096,5
2300,Buenos Aires,22,M,Natacion,6,57,Avanzado,27475,5
2301,Norte,28,M,Gimnasio,2,85,Principiante,20318,5
2302,CABA,47,F,Yoga,5,63,Avanzado,19099,5
2303,Norte,29,Otro,Futbol,3,117,Intermedio,13180,5
2304,Buenos Aires,23,M,Natacion,2,47,Principiante,16784,
2305,CABA,49,Otro,Gimnasio,3,85,Principiante,19935,5
2306,Sur,59,Otro,Natacion,6,35,Avanzado,23830,5
2307,Centro,47,F,Gimnasio,2,59,Principiante,14741,5
2308,Norte,24,Otro,Yoga,4,65,Avanzado,21834,5
2309,Buenos Aires,18,F,Natacion,5,36,Avanzado,23067,5
2310,CABA,65,F,Natacion,7,42,Avanzado,30865,5
2311,CABA,68,F,Ciclismo,4,68,Intermedio,25990,5
2312,Norte,65,F,Natacion,4,54,Intermedio,18714,5
2313,Buenos Aires,29,M,Gimnasio,7,68,Avanzado,36090,5
2314,Norte,34,Otro,Futbol,1,90,Principiante,9865,5
2315,CABA,15,M,Futbol,1,110,Principiante,,5
2316,Norte,64,F,Yoga,4,52,Avanzado,26566,5
2317,CABA,66,F,Gimnasio,4,56,Intermedio,27185,5
2318,Centro,64,F,Running,7,38,Avanzado,13482,5
2319,Centro,46,M,Running,5,42,Intermedio,11311,5
2320,Centro,53,F,Running,5,35,Intermedio,9993,5
2321,Buenos Aires,34,M,Gimnasio,6,80,Avanzado,27730,5
2322,Buenos Aires,61,Otro,Gimnasio,2,72,Principiante,16356,5
2323,CABA,53,Otro,Futbol,3,62,Intermedio,13702,5
2324,Centro,28,Otro,Ciclismo,1,74,Principiante,24133,5
2325,Norte,21,F,Running,6,53,Avanzado,15084,5
2326,Centro,58,Otro,Ciclismo,3,127,Intermedio,25523,5
2327,Buenos Aires,40,Otro,Ciclismo,4,132,Intermedio,31740,4
2328,Buenos Aires,67,M,Running,5,39,Avanzado,14656,5
2329,Norte,20,F,Futbol,2,78,Intermedio,15041,4
2330,Buenos Aires,25,M,Yoga,4,45,Intermedio,16072,5
2331,Sur,62,F,Ciclismo,5,94,Intermedio,30895,5
2332,Centro,18,M,Natacion,4,30,Avanzado,27867,5
2333,Sur,66,M,Ciclismo,1,73,Principiante,22044,5
2334,CABA,17,M,Natacion,3,43,Principiante,11947,5
2335,Norte,39,F,Running,2,47,Principiante,6924,5
2336,CABA,57,M,Yoga,5,54,Intermedio,15941,5
2337,Sur,47,F,Yoga,2,34,Principiante,14204,5
2338,Centro,53,M,Ciclismo,4,133,Intermedio,35169,5
2339,Centro,69,F,Futbol,4,85,Avanzado,22409,5
2340,Buenos Aires,53,M,Natacion,3,60,Principiante,16211,5
2341,Norte,54,Otro,Natacion,6,38,Avanzado,24699,5
2342,Buenos Aires,45,F,Futbol,6,60,Avanzado,18045,5
2343,Buenos Aires,48,M,Yoga,6,65,Avanzado,25304,
2344,CABA,48,F,Natacion,3,41,Intermedio,23074,5
2345,Norte,31,M,Running,3,47,Intermedio,11949,5
2346,Centro,44,M,Ciclismo,4,142,Avanzado,31281,5
2347,Norte,64,Otro,Yoga,3,46,Principiante,15061,5
2348,Centro,47,M,Running,3,71,Principiante,8385,5
2349,Norte,13,F,Ciclismo,5,110,Avanzado,34967,5
2350,Norte,49,M,Natacion,4,40,Avanzado,25139,5
2351,CABA,23,Otro,Ciclismo,6,88,Avanzado,31367,5
2352,Norte,49,M,Running,2,52,Intermedio,9276,5
2353,Centro,50,M,Yoga,5,66,Intermedio,15190,5
2354,Centro,28,M,Running,3,70,Intermedio,10607,5
2355,CABA,61,Otro,Ciclismo,4,143,Intermedio,24288,5
2356,Sur,26,M,Gimnasio,1,64,Principiante,15924,4
2357,Sur,41,F,Running,3,60,Intermedio,8588,5
2358,CABA,43,Otro,Natacion,5,47,Avanzado,23217,5
2359,Sur,24,F,Running,6,64,Avanzado,12758,5
2360,Centro,36,Otro,Running,3,32,Intermedio,11260,5
2361,Buenos Aires,22,F,Gimnasio,5,52,Avanzado,31962,5
2362,CABA,40,F,Running,4,47,Avanzado,12602,5
2363,Buenos Aires,27,Otro,Gimnasio,3,76,Principiante,17363,5
2364,Sur,19,Otro,Yoga,6,39,Avanzado,21261,5
2365,Norte,29,F,Yoga,5,62,Avanzado,25259,5
2366,Sur,46,F,Yoga,5,50,Intermedio,17636,5
2367,Buenos Aires,35,M,Ciclismo,6,95,Avanzado,32662,5
2368,Buenos Aires,28,F,Ciclismo,5,70,Avanzado,45824,5
2369,CABA,70,Otro,Gimnasio,6,46,Avanzado,26548,5
2370,CABA,21,F,Running,7,62,Avanzado,13112,5
2371,CABA,20,Otro,Natacion,3,48,Intermedio,21941,5
2372,Buenos Aires,34,Otro,Ciclismo,1,87,Principiante,23829,4
2373,Sur,40,Otro,Futbol,5,83,Intermedio,15517,5
2374,Norte,16,F,Gimnasio,2,72,Principiante,18003,5
2375,Sur,26,Otro,Futbol,4,61,Avanzado,21676,5
2376,Norte,34,Otro,Gimnasio,5,77,Avanzado,37812,4
2377,Centro,22,Otro,Ciclismo,2,63,Intermedio,27896,5
2378,Sur,47,M,Natacion,4,33,Intermedio,17299,5
2379,Centro,69,M,Gimnasio,5,73,Intermedio,20915,5
2380,Sur,38,F,Gimnasio,4,50,Avanzado,32700,5
2381,Norte,37,Otro,Natacion,5,51,Intermedio,22872,5
2382,CABA,56,M,Natacion,3,34,Principiante,11355,5
2383,Buenos Aires,23,M,Futbol,4,81,Avanzado,23344,5
2384,Centro,14,M,Running,3,54,Principiante,7179,5
2385,Norte,65,M,Gimnasio,7,61,Avanzado,33118,5
2386,Sur,55,Otro,Running,1,80,Principiante,6956,5
2387,Norte,37,F,Running,3,90,Principiante,8089,5
2388,Sur,13,Otro,Gimnasio,2,83,Intermedio,23033,5
2389,Norte,40,F,Futbol,3,95,Intermedio,16971,5
2390,Centro,70,F,Ciclismo,4,100,Intermedio,29364,5
2391,CABA,62,Otro,Gimnasio,2,69,Intermedio,28471,5
2392,Buenos Aires,22,F,Yoga,7,35,Avanzado,25010,5
2393,Sur,44,M,Natacion,3,47,Intermedio,16405,5
2394,Centro,24,M,Running,3,56,Principiante,5760,5
2395,Norte,26,F,Yoga,3,36,Intermedio,16222,5
2396,Centro,21,M,Gimnasio,3,48,Principiante,15453,5
2397,CABA,19,F,Gimnasio,5,45,Avanzado,28024,5
2398,Sur,58,F,Running,3,41,Principiante,,
2399,Sur,29,Otro,Gimnasio,7,86,Avanzado,37180,5
2400,CABA,56,Otro,Yoga,3,42,Intermedio,19752,5
2401,Buenos Aires,22,Otro,Yoga,4,54,Avanzado,22195,5
2402,Sur,31,F,Yoga,4,53,Avanzado,26050,5
2403,Centro,27,Otro,Gimnasio,4,83,Intermedio,28348,5
2404,Buenos Aires,42,Otro,Gimnasio,2,49,Intermedio,20794,5
2405,Buenos Aires,52,Otro,Gimnasio,6,75,Avanzado,33284,5
2406,Sur,59,Otro,Ciclismo,3,109,Intermedio,33466,5
2407,CABA,52,F,Futbol,7,95,Avanzado,18580,5
2408,CABA,19,M,Running,5,88,Intermedio,9467,5
2409,CABA,19,Otro,Futbol,5,73,Avanzado,19383,5
2410,Norte,60,Otro,Running,3,77,Intermedio,9690,5
2411,Sur,62,F,Natacion,6,59,Avanzado,28084,5
2412,Sur,25,Otro,Ciclismo,5,108,Intermedio,27924,5
2413,CABA,32,F,Ciclismo,4,144,Avanzado,41130,5
2414,Centro,67,F,Yoga,7,57,Avanzado,26154,5
2415,Sur,16,Otro,Gimnasio,5,87,Avanzado,37275,5
2416,Buenos Aires,36,M,Ciclismo,2,97,Principiante,19560,5
2417,Centro,44,M,Natacion,3,37,Principiante,16310,5
2418,Centro,63,M,Running,2,70,Principiante,5789,5
2419,Buenos Aires,69,F,Gimnasio,1,52,Principiante,20133,5
2420,Norte,67,F,Running,1,65,Principiante,6354,5
2421,Centro,18,M,Running,3,49,Principiante,6015,5
2422,CABA,28,F,Natacion,4,51,Avanzado,31039,5
2423,Sur,34,F,Gimnasio,3,85,Principiante,15761,
2424,Sur,41,F,Running,3,52,Principiante,6217,5
2425,Buenos Aires,42,M,Yoga,5,75,Avanzado,24942,5
2426,CABA,23,F,Running,1,84,Principiante,8363,5
2427,Sur,23,M,Natacion,4,47,Avanzado,22698,5
2428,CABA,34,M,Gimnasio,4,85,Avanzado,26590,5
2429,CABA,16,F,Futbol,5,98,Intermedio,15236,5
2430,Norte,30,F,Yoga,1,36,Principiante,13742,5
2431,Buenos Aires,12,M,Running,4,40,Intermedio,8080,5
2432,Buenos Aires,52,M,Natacion,5,34,Intermedio,16109,5
2433,Centro,49,M,Gimnasio,5,60,Avanzado,34726,5
2434,Centro,64,Otro,Yoga,4,66,Intermedio,16233,5
2435,Sur,67,M,Natacion,5,50,Avanzado,27932,5
2436,Sur,34,Otro,Natacion,3,36,Principiante,14461,5
2437,Centro,66,Otro,Yoga,6,52,Avanzado,20413,5
2438,CABA,56,Otro,Futbol,2,81,Principiante,9737,5
2439,Sur,22,M,Yoga,1,68,Principiante,11783,5
2440,CABA,59,Otro,Ciclismo,1,62,Principiante,20966,5
2441,Centro,15,Otro,Yoga,3,41,Intermedio,19296,4
2442,Centro,58,Otro,Ciclismo,2,73,Principiante,23249,4
2443,Centro,17,M,Running,4,81,Avanzado,12668,5
2444,Centro,70,F,Ciclismo,2,142,Intermedio,34379,5
2445,Buenos Aires,28,M,Ciclismo,2,108,Intermedio,29049,4
2446,Buenos Aires,34,M,Futbol,6,81,Avanzado,22371,5
2447,CABA,65,F,Yoga,2,45,Principiante,14751,5
2448,Norte,21,Otro,Gimnasio,2,71,Principiante,20276,5
2449,Buenos Aires,17,M,Ciclismo,6,61,Avanzado,32831,5
2450,Buenos Aires,40,F,Yoga,6,38,Avanzado,19578,
2451,Sur,65,M,Natacion,5,49,Intermedio,21552,5
2452,Buenos Aires,41,M,Natacion,2,43,Principiante,,5
2453,Centro,35,F,Gimnasio,3,84,Intermedio,27547,5
2454,Norte,60,F,Yoga,2,74,Principiante,14068,5
2455,Buenos Aires,30,M,Ciclismo,3,147,Principiante,23965,5
2456,Sur,43,Otro,Ciclismo,3,147,Principiante,19842,5
2457,Buenos Aires,20,M,Running,1,31,Principiante,,4
2458,Sur,53,F,Futbol,3,64,Principiante,9812,5
2459,Buenos Aires,68,M,Ciclismo,3,116,Principiante,17957,5
2460,Sur,39,Otro,Futbol,1,84,Principiante,9047,5
2461,Centro,33,M,Natacion,5,44,Intermedio,23615,5
2462,Norte,52,F,Yoga,1,53,Principiante,13380,4
2463,Centro,12,F,Futbol,5,83,Intermedio,13321,5
2464,Sur,53,F,Ciclismo,2,103,Intermedio,35798,
2465,CABA,31,M,Yoga,3,51,Intermedio,21543,5
2466,CABA,18,Otro,Yoga,2,53,Principiante,14909,4
2467,Norte,29,Otro,Yoga,7,48,Avanzado,22482,5
2468,Buenos Aires,43,M,Gimnasio,1,86,Principiante,14012,5
2469,Centro,64,M,Ciclismo,5,107,Avanzado,46487,4
2470,Norte,31,F,Futbol,3,99,Principiante,11806,5
2471,Norte,42,F,Futbol,1,106,Principiante,8797,
2472,Sur,33,M,Natacion,4,60,Intermedio,19729,5
2473,Centro,37,M,Gimnasio,4,55,Intermedio,29847,
2474,Sur,68,Otro,Gimnasio,5,51,Intermedio,29199,5
2475,Sur,56,F,Ciclismo,1,106,Principiante,22386,4
2476,Centro,60,Otro,Running,1,66,Principiante,8185,5
2477,Sur,66,F,Yoga,3,46,Principiante,11245,5
2478,Buenos Aires,51,Otro,Futbol,2,107,Principiante,11737,5
2479,CABA,30,F,Natacion,3,44,Intermedio,16900,5
2480,CABA,53,F,Ciclismo,5,150,Intermedio,32727,5
2481,CABA,58,F,Ciclismo,6,117,Avanzado,43357,5
2482,Centro,23,Otro,Yoga,2,72,Principiante,11794,5
2483,CABA,52,Otro,Ciclismo,4,93,Intermedio,28959,5
2484,Sur,64,Otro,Futbol,2,101,Intermedio,12712,5
2485,Norte,39,F,Running,5,43,Avanzado,11936,5
2486,Norte,12,F,Running,3,59,Principiante,5864,5
2487,Buenos Aires,48,M,Futbol,5,119,Intermedio,17689,5
2488,Norte,34,M,Yoga,4,42,Intermedio,20244,5
2489,Centro,53,F,Running,3,76,Principiante,7475,5
2490,CABA,27,Otro,Natacion,5,59,Avanzado,30178,5
2491,Sur,42,M,Gimnasio,4,57,Avanzado,31054,5
2492,CABA,56,F,Futbol,1,101,Principiante,9374,4
2493,Buenos Aires,52,Otro,Ciclismo,2,82,Intermedio,,4
2494,Sur,22,F,Gimnasio,1,55,Principiante,14034,5
2495,Norte,35,F,Yoga,2,34,Principiante,11163,5
2496,Norte,34,F,Yoga,6,53,Avanzado,27167,5
2497,Sur,66,Otro,Running,4,47,Intermedio,10196,5
2498,Norte,39,F,Running,4,56,Intermedio,11234,5
2499,CABA,22,M,Gimnasio,7,73,Avanzado,35950,5
2500,Buenos Aires,54,M,Gimnasio,5,54,Intermedio,27498,5
